patent_id,year,sent,keyword,sent_id
7353088,2008,"background art  when a driver returns to his or her vehicle at night, particularly in a deserted location, the knowledge that no one is hiding inside the vehicle can provide peace of mind.",peace ,2165
11314892,2022,the partial data set may be generated by applying a data governance enforcement on a data set.,data governance,32865
20060287901,2006,"the content validity of our impact assessment questionnaire is high, and supported by three lines of evidence.",impact assessment,40139
20210209512,2021,"as another example, a news classifier is a machine learning model that can classify news articles as “real news” or “fake news”.",fake news,68720
20140344191,2014,the lack of this social component in machine analytics is especially limiting when individuals are facing wicked problems that inevitably require human sensemaking skills.,human sense,48695
7689522,2010,"when an issue is not concrete, such as would be the case with a societal or political issue, a more meaningful presentation of the issue to the person often requires the factoring of a person's particular beliefs, habits and prejudices.",societal ,3713
10074052,2018,"background  with the rapid advancement of technology, citizens of modern cities are getting access to smart services such as mobile internet, gps, telecommunication and transportation network that enhances citizenship experience, such cities are called smart cities.",smart cities,15209
9979747,2018,"some embodiments provide for a system for ascertaining legitimacy of communications received by the at least one computer during a communication digital interaction between at least one computer and a client device, the system comprising: the at least one computer; and at least one non-transitory computer-readable storage medium that storing processor-executable instructions that, when executed by the at least one computer, cause the at least one computer to perform: receiving a communication; identifying from the communication a first secured token; processing the first secured token by: obtaining, from the first secured token, information indicating a state of the digital interaction; and using the information indicating the state of the digital interaction to determine whether the communication is from the client device; and when it is determined that the communication is from the client device, causing at least one action responsive to the communication to be performed; updating the information indicating the state of the digital interaction to obtain updated information indicating the state of the digital interaction; and providing a second secured token to the client device for use in a subsequent communication during the digital interaction, the second secured token comprising the updated information indicating the state of the digital interaction.",legitimacy ,16575
10593349,2020,study on the effects of robotic facial expression in terms of interactive learning scenarios [8] and turn-taking based methodology in terms of human-robot interaction were among many exemplary research in social robotics.,human-robot interaction,24452
20190258648,2019,"data governance relates to the overall management of the availability, usability, integrity, and security of data used in an enterprise.",data governance,57455
20130332290,2013,"this web based application would be extremely easy to use, very focused, scalable, cost effective to sellers, environmentally friendly, and would include newer functionalities in the future while significantly reducing the time it takes to locate a product or service, pre-determined by the consumer.",environmentally friendly,47272
20130340061,2013,"further, more information related to personal privacy such as address books, mails, pictures, and website browse history has become to be recorded in a mobile information terminal along with the improvement of functionality of the mobile information terminal.",personal privacy,47827
20210158141,2021,a major problem with animation is the need for human controlled movement creation.,human control,67664
11458994,2022,"when human control of the vehicle is satisfactory, the vehicle computer does not intervene in the driving of the vehicle.",human control,36887
9509642,2016,"even though the security of a messaging session may be guaranteed by the networking protocol employed, messaging system users often express concern over security and privacy issues, at least because such information appears as plain text in the messaging session's transcripts (rather than being masked, as would normally be the case when completing web forms).",privacy issues,12734
10631743,2020,"on a mental level, meditation may, for example, decrease stress and anxiety, increase happiness, improve emotional stability, and achieve peace of mind.",peace ,20243
20200393902,2020,in another embodiment there is a smart city responsive to a wearable device which is responsive to the smart city.,smart city,61462
20200387869,2020,"however, only with the delivery service at a present time, it is very difficult to achieve a delivery service having a level of efficiency and suitability required by the smart city.",smart city,59096
20200320125,2020,the model detects a reliable estimate of the unemployment rate and predicts its variation in the short term in a geographically localized way.,unemployment ,59600
20110213745,2011,cooperating in such an ongoing venture could also help promote peace among nations.,peace ,45418
20180039885,2018,"description of the related art  methane emissions have a significant impact on climate change, as methane is a significant greenhouse gas and is the byproduct of a wide variety of industrial and agricultural processes.",climate change,55175
10548528,2020,our current societal status quo is that everything should be “as easy as taking a pill”.,societal ,23983
20050125259,2005,some employers do offer some form of unemployment benefits when an employee's job is terminated involuntarily.,unemployment ,39136
11451581,2022,the cybersecurity system may not disrupt or reduce the performance of the computing system as a whole by doing an impact assessment of the malicious behavior.,impact assessment,36690
10223911,2019,"the ultimate aim of data collection is allow analysis via replays or utilize other understanding approaches that enable subsequent improvements resulting in smoothing the flow of goods and services, expedite emergency vehicles and, in general, improve the quality of human life.",human life,17163
10133725,2018,"further, such collection should occur only after receiving the informed consent of the users.",informed consent,15611
10945864,2021,"human augmentation may refer to, for example, human control of external devices or to enhanced abilities such as providing direct textual input.",human control,25745
20130297475,2013,"the dcrd method and system define systemic risk as a risk of disruption to financial services on short position caused by an impairment of all or parts of the short-position transaction process, and has the potential to have serious negative consequences for both insider trading at a micro-level and the real economy at the macro-level.",negative consequences,47557
20190034389,2019,"for example, if a user is reading a webpage relating to the solar system and they wish to find further information on the planet saturn, they may highlight the word saturn and then copy and paste it into a search engine.",the planet,58124
7293077,2007,"according to a further aspect of the invention, there is provided a method of configuring a computer network to allow addition, deletion and movement of networked objects within the network, which includes two or more transparent routers and a plurality of networked objects, each located at a network node in the network and having a network layer identifier, the method including the steps of:(a) providing a point-to-point link between one of the transparent routers and each network node;(b) assigning a point-to-point link identifier to each of the point-to-point links;(c) obtaining for each networked object a link layer identifier;(d) receiving at one of the transparent routers communications from the networked objects, the source of each communication being determinable by reference to an identifier pair consisting of a point-to-point link identifier and a link layer identifier associated with the communication;(e) receiving at one of the transparent routers communications intended for individual networked objects, the destination for each communication being determinable by reference to an identifier pair consisting of a point-to-point link identifier and a link layer identifier obtained by translating a network address associated with the communication; and(f) detecting the addition or deletion of a networked object from the network, or the movement of a networked object from one point-to-point link to another by detecting at one of the transparent routers discrepancies between identifier pairs associated with current communications and identifier pairs associated with previous communications, and/or by detecting non-receipt of communications;wherein the transparent routers are connected to form a routing hierarchy, and each transparent router is allocated a network layer identifier from the local loopback segment of network layer identifiers, thereby avoiding collisions with any valid network layer identifier currently in use by a network node.",more transparen,1918
11450226,2022,"the training simulation models can also prepare occupants, first responders, and other stakeholders to better work with and be familiar with the disclosed technology during a real-time emergency.",other stakeholder,36665
20190381005,2019,"given the large number of individuals with uncontrolled high blood sugar, providing access to otc dipeptidyl peptidase-4 inhibitors could provide significant societal health benefits.",societal ,57156
20050125259,2005,"field of the invention  the present invention relates generally to the field of unemployment insurance, and, more particularly, the present invention relates to the calculation and utilization of unemployment risk scores in the unemployment insurance industry.",unemployment ,39124
20060155660,2006,"on the other hand, recent research on human control mechanism proves that the human control mechanism focuses on time-series “smoothness” of behavior outputs determined by non-linear approximations of control system based on sensory inputs and symmetric nature of behavior outputs in statistical normal distribution, and acquires control path statistically and very rapidly for minimizing the variance of the behavior outputs by selecting the sensory inputs to be paid attention (harris.",human control,39891
11080606,2021,", have generated large amounts of data and there is great interest to make use of these data for the creation of new knowledge, as it is expected to improve the quality of human life.",human life,28101
20050188322,2005,"the “big three” citation style organizations publish their rules as follows:  american psychological association (apa) publishes a publication manual for use in the fields of psychology, sociology, business, economics, nursing, social work, and justice administration.",justice ,38478
20210042867,2021,"college admissions committees are many times unaware of the complex thought process of the applicant while creating the applicant profile and its dataset, along with other third party features affecting applicants such as public opinion on colleges, rumors and so on.",public opinion,65344
11458994,2022,"however, when the vehicle computer determines that human control of the vehicle is unsatisfactory and predicts an undesirable trajectory of the vehicle, the vehicle may enter autonomous driving mode and temporarily take over control of the vehicle in order to take remedial action and correct the trajectory of the vehicle.",human control,36888
11495339,2022,"given the large number of individuals with uncontrolled high blood sugar, providing access to otc gliflozin sodium-glucose cotransport 2 inhibitors could provide significant societal health benefits.",societal ,38235
10963646,2021,"the causality obtained by the authors consisted of two events such as “global warming worsens→sea temperature rises,” and “sea temperature rises→vibrio parahaemolyticuspollutes”.",global warming,26062
7797062,2010,"furthermore, the intense desire to operate “green” facilities that are environmentally friendly and to insure worker safety provides additional motivation to minimize waste, scrap, and insure a reliable, safe process that will not fail unexpectedly.",environmentally friendly,4241
11355238,2022,"such abnormal glucose patterns lead to profound acute and chronic negative consequences that are expressed at all levels of the living organism—from microvascular complications, through heart disease, to aberrations in human behavior.",negative consequences,33866
8190542,2012,"for instance, similar like a human sense organ in combination with the human brain, the device for processing information may derive information and may take decisions based on the processing of the neural network.",human sense,6265
11449578,2022,"background  field  the present techniques generally relate to systems and methods for inspecting a neural network, and in particular relate to methods of making a neural network more transparent so that it can be more easily audited, debugged and understood.",more transparen,36554
20160289778,2016,in 2005 an estimated number of more than 170 million people on the planet were afflicted by this disease (robert-koch-institut: epidemiologisches bulletin.,the planet,50428
20210285779,2021,"regulations may be less strict outside the restricted zones, and nitrogen oxide emissions may be increased, but the reduction of carbon dioxide emissions and nitrogen oxide emissions may be desired at all times due to global warming.",global warming,70374
10133649,2018,background  computer software has become an indispensable tool in many aspects of human life.,human life,15604
20210228276,2021,"on a digital platform, the affirmation of consent may even include video of the physician talking through the education course with the patient to demonstrate informed consent providing further legal protection for the physician.",informed consent,69083
11132453,2021,"the consumer service provider collecting the user's data is likely to make this data available to third parties, either without the user's knowledge and/or without the user knowing the extent of the collected data in terms of their personal privacy.",personal privacy,29095
20200135178,2020,"technical field  the disclosure relates to a real-time voice recognition apparatus, and more particularly, to a real-time voice recognition apparatus including an application-specific integrated circuit (asic) chip and a smartphone, which can guarantee personal privacy, have a short delay time, and convert and output a voice input signal as text in real time using one smartphone and one asic chip without using a cloud computer.",personal privacy,58980
20180353126,2018,"untreated osahs has been associated with negative consequences in the development and performance of infants and young children, reducing overall health and quality of life, while increasing healthcare use and associated costs.",negative consequences,53682
20210135625,2021,"therefore, as a renewable resource, solar energy has become the most ideal renewable energy because it is inexhaustible, clean and environmentally friendly, and not limited by geographical factors.",environmentally friendly,67126
8942424,2015,products of viirs data are a crucial continuation for climate change study under nasa and support noaa and dod operational objectives.,climate change,10260
11106718,2021,"background  fake news is a type of journalism or propaganda including deliberate misinformation or hoaxes spread via traditional print, online print, broadcast news media or online social media.",fake news,28558
11443557,2022,"the first contribution is building a dvs falls dataset, which made our network to recognize a much greater variety of falls than the existing datasets that existed before and solved privacy issues using the dvs.",privacy issues,36399
11106718,2021,"technical field  this specification generally relates to methods, systems, devices, and other techniques for detection and remediation of fake news.",fake news,28557
10650316,2020,the issue-manage-style internet public opinion information evaluation management system and method thereof have one or more advantages as below:1.,public opinion,20427
10664764,2020,"posts containing violent videos, morphed photos and instigating messages during such events triggered a large amount of user interactions and often led to negative consequences for societies.",negative consequences,20637
20200051242,2020,global warming also increases the likelihood of extreme weather events (such as droughts and floods) which may affect vegetation and hence the risk posed by them.,global warming,60037
20190287032,2019,one way of improving data governance systems is to infuse them with artificial intelligence (ai) capabilities.,data governance,56749
20120072029,2012,"for example, a report on climate change by the yukon government estimated that an improperly maintained furnace produces an extra 2.",climate change,46081
10861608,2020,"from the developed world to developing world, every corner of the planet will experience profound economic resurgence.",the planet,23211
20190311003,2019,"the justice system, health system, education system, manufacturing, travel, military systems and hundreds of others, all generate data at an ever increasing rate.",justice ,57268
20100169148,2010,this leads to negative consequences such as: a lack of consistent reporting regarding which parts of a product are having the most problems for example which need to be addressed in the next version with major quality improvements; a lack of consistent reporting regarding which people are the most effective problem solvers; a lack of consistent classification of problems and problem priorities is possible; resolved issues in one system are not found in searches in the other system.,negative consequences,44220
20200372423,2020,"this approach also lacks accuracy, and involves limited way of knowledge sharing amongst human control tester to speed up process.",human control,63435
9690762,2017,"manipulating the visual appearance may involve one or more of adding a transparency value to the at least one content item, varying transparency of the at least one content item to make the content item more transparent towards the edges and less transparent towards the center, adding a fuzzy border around the at least one content item, applying a corner inset effect to the at least one content item, and/or applying an inset effect along one or more edges of the at least one content item.",more transparen,13660
20200160413,2020,"this is due to an intentional lack of pricing transparency in the food distribution industry; a more transparent system of food pricing would improve the efficiency of purchasing and sale decisions and would result in prices that respond more rationally to changing conditions, and possibly to lower prices for buyers overall.",more transparen,59221
20210158973,2021,"according to preset keywords, a crawler tool is used to crawl public opinion data obtained by a third-party information platform.",public opinion,67713
20050204134,2005,"the short range of inductive telemetry can imply informed consent, but the longer range of rf telemetry can require additional precautions to secure proper patient/clinician authentication.",informed consent,38594
10108759,2018,"the fuel cell may generate electricity and hot water and save light and heat expenses of homes, and contribute to global warming prevention.",global warming,15445
20100049564,2010,the real-time impact assessment may be presented to the user through a computer-based user interface.,impact assessment,43553
11449515,2022,"according to yet another aspect, the data set request may comprise a request for at least one of image data, sensor data, medical data, geolocation data, financial data, social media data, user review data, textual data, natural language processing related data, or vehicle data, or agriculturally related data.",culturally ,36547
9424694,2016,"health impact assessment (hia) concerns the understanding of the current state of the health of a system and its impact on the current and future capability, as well as the safety of the goals of a mission that involves the system.",impact assessment,12254
10860841,2020,"description of related art  human facial expression identification is widely used in areas such as entertainment, security, human-robot interaction, and social network analysis.",human-robot interaction,23141
20100145734,2010,"for unemployment, the covered person might be required to provide proof that he filed a claim with his state's unemployment office.",unemployment ,43444
7657493,2010,"further yet, such data can be afforded to businesses involved in market analysis, or the like, in a manner that balances privacy issues of users with demand for high quality information from businesses.",privacy issues,3510
20110131876,2011,"taken individually, the constituent processes all contribute substantially to pollution, global warming, human disease, and international conflict to name a few of their inherent drawbacks.",global warming,45230
11457042,2022,"brief summary  as individuals, businesses, and other entities have become increasingly comfortable with and reliant upon mobile computing devices that are capable of performing sophisticated operations and data exchanges over wireless networks, many network operators, including those associated with financial institutions, have responded to market demands for mechanisms that allow for a wide array of financial transactions and other network access events to be performed by mobile devices over a wide range of wired and wireless networks from almost anywhere around the planet.",the planet,36854
20200372423,2020,the process validation tests whatever process has been designed effectively in order to mitigate risk or not.,mitigate risk,63433
9519718,2016,the rapid explosion of public opinions on the internet might gradually become a threat to social security in the form of “content threat”.,public opinion,12771
7461378,2008,"in some situations, however, missing a message may have very negative consequences.",negative consequences,2642
9807109,2017,"in embodiments, generating a predictive model of the level of risk posed by an alert comprises using a machine learning algorithm to analyse the captured training threat data pertaining to the set of attributes.",risk posed,14378
20070145683,2007,the peace that we are all seeking in the world must first be realized within us.,peace ,40744
9053097,2015,"however, spoken conversations suffer from privacy issues in public places and are difficult to conduct in noisy environments.",privacy issues,10672
10679125,2020,methods for solving an iig is of great economic and societal benefits.,societal ,20865
20050125259,2005,"the various employment and unemployment scores and reports of the present invention are intended to help employees evaluate their present and future employment options and career paths, and make appropriate decisions that would then maximize their career and income potential.",unemployment ,39163
20160225076,2016,"lenders, such as banks and credit card companies, use credit scores to evaluate the potential risk posed by lending money to consumers.",risk posed,51564
7822646,2010,"furthermore, the system is designed to allow the subject-owners of any review to syndicate or broadcast their reviews through third parties, in a user-friendly and unrestricted fashion, but in a manner that preserves the legitimacy and authenticity of the review.",legitimacy ,4376
9679259,2017,"with the extraordinary reach of the internet into virtually every country on the planet and the computational power of modern-day processors, the extension of personal and commercial pairing or match-making into the digital world could be viewed as inevitable.",the planet,13616
9565837,2017,"more specifically, an apparatus and method of combining real-time, non-invasive, ethological behavioral information with infrared scanning is provided for identifying agriculturally important states, such as disease, growth, or reproductive states, in animals such as livestock.",culturally ,12990
20190318421,2019,use credit scores to evaluate the potential risk posed by lending money to consumers and to mitigate losses due to bad debt.,risk posed,56043
11334877,2022,"for example, if a consumer visits multiple designer boutiques in the weeks leading up to a large transaction at one such boutique this may lend greater legitimacy to the transaction, as it may indicate that the consumer is shopping for a special event, such as a wedding.",legitimacy ,33354
11462211,2022,"in an example embodiment, when the processor executes the counter measure routine, the counter measure routine notifies a user of the linguistic system about illegitimacy of the input.",legitimacy ,37093
20130073387,2013,"the geospatial revolution explores compelling human stories that explain the history, applications, related privacy issues, and impact of location-based technologies including gps and gis.",privacy issues,47409
11361200,2022,"by way of example, bayesian structure time-series (bsts) models have been shown to effectively forecast economic indicators such as unemployment (see the list of incorporated literature references, literature reference nos.",unemployment ,33970
20210327595,2021,"background  pandemics pose great threat to human life on the health, social, educational and economic levels.",human life,71440
20210319872,2021,"of this amount, 45%, $25 billion, to healthcare costs (e.g., er visits and treatment costs), 46% was attributable to workplace costs (e.g., lost productivity), and 9% to criminal justice costs.",justice ,71209
20210385621,2021,", “apps gone rogue: maintaining personal privacy in an epidemic,” mar.",personal privacy,73009
20190121860,2019,"translation, as used herein, should be understood to include conversion of text written in a source language into a linguistically and culturally equivalent text written in a target language.",culturally ,56791
7962425,2011,"people are surrounded by gadgets that warn of everything, from a kettle whistle, a microwave oven beep, a cell phone melody, a washing machine chime, an intruder siren, a door bell, a reversing truck horn, an airplane seat-belt gong, a radar detector buzzer, a target discriminators squeal, an inter-planetary probes micro-wave data burst, a tsunami sensors sonar, a global warming co2 transponder, etc.",global warming,5121
8996989,2015,"this for example may show geographical areas, such as states that predominantly do not believe in global warming.",global warming,10462
20160026354,2016,"too much information similarly tends to create privacy issues, for example by showing a subject's exact location in the house, or reporting their bathroom or other intimately personal habits.",privacy issues,51841
11494648,2022,"therefore, auxiliary information such as users' activity on social media is needed to distinguish fake news from real news.",fake news,38120
11494648,2022,"for example, in the 2016 u.s. presidential election, the most popular fake news spread more widely on facebook than on mainstream media.",fake news,38116
9396486,2016,"a need exists for methods and systems that systematically catalog the effects of various human lifestyles on a wide range of outcomes: that is, a need exists to sequence the human lifestyle.",human life,12139
11443200,2022,"in further non-limiting embodiments or aspects, the method may include receiving, with at least one processor, an extrinsic evaluation of a legitimacy of each transaction request of the top percent of the plurality of transaction requests.",legitimacy ,36349
20210342704,2021,"background  fake news is considered a relatively hard problem with important social impact with the rise of automated disinformation, there is a need for automated ways to identify fake news.",fake news,71831
20120209433,2012,"in the recent years, microelectronics advancement, computer development, control theory development and the availability of electromechanical and hydromechanical servomechanisms, among others, have been a key factor for robotics evolution, giving rise to a new generation of automatons called social robots.",social robots,46271
20150157664,2015,"as human lifespan increases, a greater fraction of the population suffers from aging-associated cognitive impairments, making it crucial to elucidate means by which to maintain cognitive integrity by protecting against, or even counteracting, the effects of aging (hebert, l. e. et al.",human life,49869
20180089193,2018,"digital marketers seek out social influencers to persuade them to be advocates for their offerings, while consumers look to social influencers for advice when selecting products.",social influence,54238
20210352207,2021,"we expect that our framework, by providing an objective way for discovering and categorizing human motion, will be a useful tool in numerous research fields including video analysis, human inspired motion generation, learning by demonstration, intuitive human-robot interaction, and human behavior analysis”.",human-robot interaction,72145
10977501,2021,"fully autonomous vehicles are generally capable of completely automated driving independent of a human operator, while semi-autonomous vehicles automate some driving operations but still permit or require human control or intervention to some degree.",human control,26243
11010608,2021,"several advantages of the present invention are readily apparent, including but not limited to being able to proactively identify and mitigate risks and decrease the time taken by all to manage the totality of incidents.",mitigate risk,26848
20180089193,2018,"background  this application relates to the analysis of data, particularly its relevance to a subject domain, and the analysis of social entities' presence on the world wide web and their potential role as social influencers.",social influence,54232
10437438,2019,"examples of this include texts in the medical field, such as texts related to clinical trials, informed consent applications, and the like.",informed consent,18931
10635698,2020,"background  dialogue systems, for example spoken dialogue systems (sdss) are used in many applications, including automated call centres, assistive technology, speech-driven interactive mobile applications, speech interface for wearable devices and human-robot interactions for example, and are intended to interact with humans, for example to verbally interact with humans.",human-robot interaction,20270
11443200,2022,"clause 17: the computer program product of clause 15 or 16, wherein the program instructions further cause the at least one processor to: receive an extrinsic evaluation of a legitimacy of each transaction request of the top percent of the plurality of transaction requests, the extrinsic evaluation comprising a true positive rate and a false positive rate of the performance evaluation dataset; adjust the predictive fraud detection model based on the extrinsic evaluation; receive a second set of transaction data representative of a plurality of new transaction requests between at least one financial device holder and at least one merchant in a second time period; re-generate the performance evaluation dataset; re-generate the plotting data; and, automatically reject, based on the adjusted predictive fraud detection model, a top percent of the plurality of new transaction requests for suspected fraudulent transaction activity.",legitimacy ,36354
10761958,2020,"when the predictions of the model do not occur, there may be computationally and economically expensive negative consequences (e.g., unused hardware components, over-used hardware components, etc.",negative consequences,21884
8412544,2013,"a number of recent medical, political, and societal initiatives are underway to analyze the use of ionizing radiation in medicine.",societal ,7405
10209313,2019,background art  global warming is a serious problem to all human beings.,global warming,17038
11320829,2022,"therefore, there is a need for a system which detects security and performs smart city and geographical locations/areas controls by detecting and recognizing persons, animals, vehicles, vehicle license plates and objects.",smart city,32986
10721307,2020,"such smart devices find use throughout the modern world, including in smart energy distribution grids, smart homes and commercial buildings, intelligent transportation, autonomous vehicles, and smart cities.",smart cities,21176
20200410620,2020,"in many situations, travel threats are not identified in real-time and, by the time the threat is identified, it may be too late to take steps to mitigate risk associated with the identified threat.",mitigate risk,64184
10024305,2018,"thus, pole-slipping can have negative consequences, thereby leading to repetitive voltage depressions and/or severe power pulsations on the power grid and/or one or more of the wind turbines in the wind farm.",negative consequences,14860
10074052,2018,public alerting system is one such important smart city service.,smart city,15210
10163017,2018,"vehicle automation has been categorized into numerical levels ranging from zero, corresponding to no automation with full human control, to five, corresponding to full automation with no human control.",human control,15872
20080162157,2008,"when the user does not post his/her private opinion, only his/her public opinion is recognized for his/her refer network.",public opinion,41065
10983762,2021,"first, to achieve interface design consistency across micro services, only reference objects including reference code, reference application programming interfaces (apis), and reference uis associated with at least one reference application need to be developed or selected from best practice objects for development objects and associated development applications to be assessed for consistency, which minimizes or eliminates the need to rely on writing guidelines and/or human control of guidelines.",human control,26381
11256801,2022,a central database storing workers' health and identification information may not be maintained due to privacy issues.,privacy issues,31537
20100070265,2010,"at the present time, there is no single repository of world-wide governmental regulations that allows a user to find a regulation of a foreign country and subsequently provides a linguistically and culturally accurate translation of the regulation.",culturally ,43238
9665561,2017,"the collective information produced by bloggers is significant, in that an analysis of this data can provide insight into public opinion on products, political views, companies, entertainer, public figures, etc.",public opinion,13497
20200413135,2020,"description of the related art  in recent years, with the development of robotics and the deepening of artificial intelligence research, intelligent mobile robots have played an increasingly important role in human life and have been widely utilized in many areas.",human life,64242
20210398236,2021,"), societal (e.g., way of life, civic constructs, institutions, etc.",societal ,73458
20200351234,2020,"for bipolar disorder, the various steps may comprise behaving recklessly, denying something is wrong, grieving loss of manic episodes, enjoying remissions, relationship loss, and coping with the feeling of injustice of the condition.",justice ,60690
11494648,2022,"summary  in view of the technical problem to be solved by the present invention, a method and system for detecting fake news based on a multi-task learning model are provided, which can simultaneously detect the authenticity and a topic of news to be detected, and improve the accuracy of fake news detection and topic classification.",fake news,38124
20210256712,2021,"(2) background  the demand for accurate positioning and location tracking has been increasing due to a variety of location-based applications that are becoming important in light of the rise of smart cities, connected cars and the “internet of things” (iot), among other applications.",smart cities,69741
11487577,2022,"are increasing rapidly, development of natural human-robot interaction mechanism becomes more vital as it dictates usability and acceptability of the robots.",human-robot interaction,37850
20210110888,2021,"the limitation of using an aim is that, at most, it provides a potential means to check the genotyping of a sample against a particular mutation, such as a founder mutation or variant, which is a genetic alteration observed with high frequency in a group that is or was geographically or culturally isolatedwhere one or more of the ancestors was a carrier of the altered gene.",culturally ,66694
20190196430,2019,"the iot may have various applications, such as a smart home, smart building, smart city, smart car or connected car, smart grid, health-care, smart appliance industry, or state-of-art medical services, through the conversion or integration of existing internet technologies and various industries.",smart city,56309
20200202723,2020,"the advantages associated with this type of learning include the use of substantial computing power on accumulated big data, no need for human control and the discovery of trends, patterns or relationships which are not necessarily possible for a human to understand but which may be effective.",human control,60979
7062385,2006,"for example, different chemical analyses have been used to detect the presence or absence of a known target chemical in clinical diagnoses, to identify unknown compounds and mixtures in basic research and drug discovery, and to document the identity and purity of known compounds, e.g., in testing and quality control in drug manufacturing processes.",basic research,874
20170140563,2017,"there are many cross-cultural books and guides for use when visiting a foreign country or interacting with a person from a different culture but these require study and would need to be interpreted by the user for the information to be useful in selecting or creating a greeting card, or the like that would be culturally appropriate.",culturally ,52282
20180150609,2018,"on the other hand, new and diverse forms of disease are emerging due to global warming, increased risk factors for human health, and changes in lifestyle including eating habits.",global warming,53984
10691886,2020,"the technique of visual understanding may relate to recognizing an object as a human sense of sight, and the technique may include recognizing an object, tracing an object, searching for an image, recognizing a person, understanding a scene, understanding a space, upgrading an image, etc.",human sense,20942
10242264,2019,"according to some embodiments, at least one abstract element may include a random shape, having at least one randomly selected appearance parameter, selected from a list consisting of: one or more colors, one or more textures, one or more patterns, one or more orientation, one or more portion of a real-world image and one or more transparency levels.",more transparen,17255
20210360013,2021,"when an attack is successful, the personal privacy and property of the user is threatened, impacted, and damaged to a certain extent.",personal privacy,72379
20110231320,2011,"sources of energy, whether it is the local electric company or a gas generator connected to the building produces some level carbon dioxide into the environment causing pollution and contributing to global warming.",global warming,45457
8271132,2012,"as a result, performance of the robot and its human controller is often dependent on the human controller's understanding of the robot's autonomy levels and when the various levels are appropriate.",human control,6719
8190542,2012,"the data related to the human senses may be detected, in the system of the invention, by means of respective sensors which may simulate corresponding human senses.",human sense,6259
20200007934,2020,"in certain embodiments, the social influence score is calculated based at least in part on the social influence of a broadcaster associated with the at least one text stream.",social influence,64079
7271806,2007,every script is culturally derived and has a different basis and completely different concepts.,culturally ,1846
7709796,2010,it is a further need to provide explosive detection techniques that present fewer privacy issues.,privacy issues,3813
10466726,2019,in the iot environment may be offered intelligent internet technology (it) services that collect and analyze the data generated by the things connected with one another to create human life a new value.,human life,19339
20180089193,2018,linkdex.com utilizes a proprietary search engine that identifies content authors when looking for social influencers.,social influence,54244
8799186,2014,"in reality, the combinatorial mathematics involved precludes an exhaustive survey of alternatives as the number of combinations rapidly approaches and exceeds the number of people on the planet.",the planet,9653
20180217902,2018,"an h-bridge multi-level inverter indeed provides convenience for applying electrical and electronic techniques in high voltage and large power applications, but once a fault takes place, a small one might cause factory shut down, while a severe one might result in catastrophic incidents and huge societal loss.",societal ,53923
20180107916,2018,"the other existing msrs stimulate human reasoning, thought and attitude to determine behavior by manipulation of evaluations by select-responses and modulating the inputs received, in the form of human thoughts, psychological profiles, experience, and societal position without the use of the fundamental terms of wed or any of its derivatives used by the loua(msr).",societal ,55234
10515308,2019,"this is particularly true in view of growing populations, the widespread use of electricity driven technologies and an increase in the amount of man-made buildings on the planet.",the planet,19809
9909904,2018,"if an oil or gas pipeline is damaged it can have devastating impacts on human life and health due to explosions, fire and contamination; environment due to poisoning of flora and fauna, as well as the associated financial losses and damage to both image and reputation.",human life,16146
11314892,2022,"in response to the identification of the bias, the method comprises applying an anti-bias procedure on the machine learning model, whereby mitigating the bias introduced by the data governance.",data governance,32868
11194576,2021,this approach goes fundamentally against the general principle of operation of almost all it systems in common use on the planet today by giving non-specialists the ability to reprogram or patch a potentially highly complex enterprise-level workflow “on the fly” without the usual processes and safeguards.,the planet,30324
20200200905,2020,"fully autonomous vehicles are generally capable of completely automated driving independent of a human operator, while semi-autonomous vehicles automate some driving operations but allow for different levels of human control or intervention.",human control,60925
8103402,2012,"it is a related object of the invention, to monitor, detect, log, report, trigger alarms and/or encourage remediation procedures, whenever rf spectrum emissions within a predefined vicinity of authenticated and “logged-in” drivers, particularly those operating in service and in positions of trust (e.g., when human life or great monetary values are at stake).",human life,5846
11494648,2022,"however, fake news detection in social media has unique characteristics and presents new challenges.",fake news,38118
20130132318,2013,"problems range through a spectrum of well-defined (e.g., winning a game of tic-tac-toe or checkers) to very complex (e.g., reducing global warming).",global warming,47073
11416760,2022,"background  the operations of an enterprise may rely on a variety of software applications including, for example, a master data governance (mdg) software application, an enterprise resource planning (erp) software application, a customer relationship management (crm) software application, a human resource (hr) software application, a sales and distribution (sd) software application, an enterprise asset management (eam) software application, and/or the like.",data governance,35464
